"Var1","Var2"
-4.02970922148366,-4.04615747866903
-3.99600842885302,-3.88847279813939
-3.99203791534813,-4.01310468239485
-3.96371253018064,-4.00400284801252
-3.99597148506,-3.98820292147915
-4.07781738029605,-4.01669550739654
-3.99451957359206,-4.00910155409271
-3.93888739141897,-3.98554342680472
-4.02757389794887,-4.01687873548881
-4.09143982040231,-3.9567723981318
-4.00609634088202,-4.03742167822184
-3.98666005537088,-4.03342561712965
-4.03688538434331,-4.00415224479558
-4.07095830108421,-3.99329743511008
-4.07965892144631,-3.93014294269389
-4.00390809510538,-3.93923694195555
-4.00112054696494,-3.92170071505305
-3.97884714546066,-4.0327516728304
-4.06372976495979,-4.03935934073183
-4.06264982213395,-4.04231029522207
-4.0726829444468,-4.05036414765677
-3.90995566757777,-4.08081277355842
-4.0915807203043,-3.97718042901311
-4.14563326527974,-4.08650721632428
-4.00439861152107,-3.91701988999476
-4.02029314272167,-4.12441881266765
-3.93779618684086,-3.8837019782188
-4.03259574635689,-3.9771020649059
-3.9081849523978,-4.00408740988294
-3.99635691499618,-3.95275774289347
-4.02117162525377,-3.92120903110146
-4.00873458169032,-3.9724740103522
-3.9515509454155,-4.0351785904721
-4.01980796947195,-4.11539710678232
-4.09661704781745,-3.99605252891315
-3.93686461707598,-4.04287425318
-3.95772690261928,-4.01787737431447
-3.93278701095694,-3.94718029093627
-4.01648739783879,-4.04204229613442
-3.97545001113989,-4.05798943486515
-3.94840394487392,-4.04050412436343
-4.09559387643737,-3.9625305592852
-3.96349771027392,-4.08964428277711
-3.90554610262589,-3.98230227269184
-4.026102758335,-3.96861533319499
-3.98428532932855,-3.98419351659475
-3.94690188235982,-4.00993306105955
-4.04537155585941,-4.0207130686169
-4.03288583507763,-4.09564294188214
-4.03605639988005,-4.00833032047591
-3.99906563873611,-3.94810217087636
-3.98070919965849,-4.03187121359846
-3.98237676084241,-4.03581290329136
-4.03012733442661,-3.97271146481359
-4.00995421708085,-3.98105486445416
-3.9972784601457,-4.07559938259501
-4.08201196136454,-4.00682688651247
-4.08874708990705,-3.99238946398565
-3.98789490597197,-4.01116471408822
-3.88945352104019,-4.06104980336471
-3.96680493482748,-4.10557658588236
-4.0017017485688,-3.8416333535745
-3.85189720225877,-4.07632098735327
-3.98883479238868,-3.90875372981868
-4.07984732735324,-3.99917687771855
-4.05089840323115,-3.96781391835935
-4.09449240694046,-4.0674073683301
-4.01866686611289,-3.97875291240791
-4.05281521928432,-3.99091640815678
-3.97203544071254,-3.98669893134302
-4.03288826681616,-3.96214475541687
-3.99303621440676,-4.01076659164774
-4.01009767403869,-3.98055856445678
-3.92086482351302,-4.05008396340761
-3.961894371629,-3.99752450047542
-4.07584976204387,-3.99596526560648
-3.99131385601347,-3.95347447605197
-3.9332215610244,-3.92467503814443
-4.05109286847948,-4.00960247191016
-3.94411558521355,-4.01682510491546
-4.02761498733493,-4.04509248624884
-4.05314488509472,-3.96007977208211
-4.00582815502813,-3.94363093150191
-3.9830760193652,-4.02342391302173
-3.92252083459128,-3.97495273682914
-3.953781964505,-3.93090058581919
-4.02076860444202,-3.9668339436278
-3.95146663753034,-3.99150807189852
-3.96893655396899,-3.9987803780826
-3.98555863991264,-3.97938973283081
-4.03197992019787,-4.03332373195837
-3.93520680711045,-3.93021835027652
-3.96808504966302,-4.05861724782719
-4.05061362086992,-3.95515542865615
-4.01730095302771,-4.04457478200083
-3.97520078416437,-3.99057182428328
-4.03577031358805,-4.03965859724155
-3.87948465438997,-4.03991181559387
-4.06027840312618,-4.00058390654383
-3.93917744361813,-3.944539403637
-3.9547000310627,-3.96090326477482
-3.95932015478643,-3.94318074007442
-3.99245446514497,-4.03896780111977
-3.97610208712438,-4.04262604310297
-4.02599494672914,-3.98569828657944
-3.99898778328318,-3.97077179006175
-3.96640693253589,-4.00797537456551
-4.05087300991526,-3.95251860512693
-4.01791600809394,-3.98144169577185
-4.04212562050678,-4.02640746730935
-3.89046191154304,-4.00085926874354
-4.02897971657741,-4.0497513400948
-4.01273706736737,-3.93558043190527
-4.12871306649607,-4.01695000313828
-4.11152958490697,-4.08030617649748
-4.03210045580491,-3.99215842036154
-3.97401022931241,-3.87753823951415
-3.98554233736743,-3.93923394153954
-4.0363795608107,-4.03221041284311
-4.00673337103102,-4.01011814984968
-3.90591252807152,-4.01127275762677
-3.96186376862343,-3.93675916679893
-4.02002231825739,-3.99132171764699
-4.0804987984764,-4.01153109880659
